,company,position,salary,lower_bound_salary,upper_bound_salary,base_pay,bonus_pay,cash_bonus,stock_bonus
1526,TEKsystems,Data Scientist,$77K - $85K,$77K,$85K,$41,No Reports,,
1527,Intuit,Data Scientist - Monthly Intern,$5K - $6K,$5K,$6K,,,,
1528,EZCORP,Data Scientist,$83K - $90K,$83K,$90K,$83K - $90K,$83K - $90K,,
1529,Quixey,Data Scientist - Monthly Intern,$6K - $7K,$6K,$7K,,,,
1530,1901 Group,Data Scientist,$87K - $95K,$87K,$95K,$88K - $95K,$88K - $95K,,
1531,BCBG,Data Scientist,$139K - $150K,$139K,$150K,$138K - $150K,$138K - $150K,,
1532,Avenue Code,Data Scientist,$100K - $109K,$100K,$109K,$101K - $108K,$101K - $108K,,
1533,Xyz,Data Scientist,$203K - $223K,$203K,$223K,,,,
1534,Brooksource,Data Scientist - Hourly,$33 - $36hourly,$33,$36,$33 - $35,$33 - $35,,
1535,Amgen,Data Scientist - Hourly Intern,$31 - $34hourly,$31,$34,,,,
1536,Netuitive,Data Scientist,$136K - $146K,$136K,$146K,$135K - $147K,$135K - $147K,,
1537,Pinsight Media,Data Scientist,$65K - $70K,$65K,$70K,$33,No Reports,,
1538,Kalypso,Data Scientist,$48K - $52K,$48K,$52K,$48K - $52K,$48K - $52K,,
1539,YouGov,Data Scientist,$81K - $87K,$81K,$87K,$81K - $87K,$81K - $87K,$4K - $4K,
1540,Comcast,Data Scientist - Hourly,$56 - $61hourly,$56,$61,$25 - $38,$25 - $38,$2K - $2K,
1541,SRC,Data Scientist,$106K - $115K,$106K,$115K,$105K - $114K,$105K - $114K,,
1542,Bankrate,Data Scientist,$120K - $131K,$120K,$131K,$120K - $130K,$120K - $130K,,
1543,Foundation Medicine,Data Scientist,$122K - $130K,$122K,$130K,$122K - $131K,$122K - $131K,,
1544,J.P. Morgan,Data Scientist - Monthly,$10K - $11K,$10K,$11K,"$122,416","$33,499","$33,499",$1
1545,NYSE,Data Scientist,$87K - $93K,$87K,$93K,$87K - $94K,$87K - $94K,$3 - $3,
1546,People Tech Group,Data Scientist,$23K - $25K,$23K,$25K,$23K - $25K,$23K - $25K,,
1547,Bracket,Data Scientist,$100K - $108K,$100K,$108K,$99K - $109K,$99K - $109K,,
1548,People Pattern,Data Scientist,$88K - $97K,$88K,$97K,$89K - $97K,$89K - $97K,,
1549,LGS Innovations,Data Scientist,$114K - $122K,$114K,$122K,,,,
1550,Tresata,Data Scientist,$73K - $79K,$73K,$79K,$72K - $79K,$72K - $79K,,
1551,S&P Global,Data Scientist - Hourly Intern,$23 - $25hourly,$23,$25,,,,
1552,PACCAR,Data Scientist,$102K - $111K,$102K,$111K,$101K - $111K,$101K - $111K,,
1553,Athena Art Finance,Data Scientist,$83K - $91K,$83K,$91K,$83K - $90K,$83K - $90K,,
1554,LendingTree,Data Scientist,$131K - $142K,$131K,$142K,$131K - $141K,$131K - $141K,,
1555,Turo,Data Scientist - Intern,$59K - $64K,$59K,$64K,,,,
1556,UFG Insurance,Data Scientist - Hourly Intern,$29 - $31hourly,$29,$31,,,,
1557,Walt Disney Company,Data Scientist,$121K - $133K,$121K,$133K,$31,No Reports,,
1558,Millennium Collaborative Care,Data Scientist,$127K - $138K,$127K,$138K,$129K - $139K,$129K - $139K,$13K - $14K,
1559,LONK,Data Scientist,$117K - $127K,$117K,$127K,$118K - $127K,$118K - $127K,,
1560,Blackstraw,Data Scientist,$86K - $92K,$86K,$92K,$85K - $92K,$85K - $92K,,
1561,NetApp,Data Scientist - Hourly,$38 - $42hourly,$38,$42,$38 - $42,$38 - $42,,
1562,Principal Financial Group,Data Scientist - Intern,$48K - $52K,$48K,$52K,,,,
1563,Capco,Data Scientist,$132K - $144K,$132K,$144K,$133K - $143K,$133K - $143K,,
1564,Elutions,Data Scientist,$71K - $78K,$71K,$78K,$71K - $77K,$71K - $77K,,
1565,BlackSky,Data Scientist,$93K - $100K,$93K,$100K,$92K - $101K,$92K - $101K,,
1566,Pendo,Data Scientist,$92K - $100K,$92K,$100K,$164K - $176K,$164K - $176K,,
1567,Con Edison,Data Scientist,$89K - $97K,$89K,$97K,$90K - $98K,$90K - $98K,,
1568,MITRE,Data Scientist - Hourly Intern,$26 - $29hourly,$26,$29,,,,
1569,PulsePoint,Data Scientist,$108K - $117K,$108K,$117K,$106K - $116K,$106K - $116K,,
1570,Rotella Capital Management,Data Scientist - Hourly Intern,$30 - $33hourly,$30,$33,,,,
1571,Merck,Data Scientist - Hourly Intern,$38 - $41hourly,$38,$41,,,,
1572,CWT,Data Scientist,$106K - $115K,$106K,$115K,$105K - $116K,$105K - $116K,,
1573,Recursion Pharmaceuticals,Data Scientist,$142K - $152K,$142K,$152K,$140K - $154K,$140K - $154K,$10K - $11K,$10K - $11K
1574,Accenture,Data Scientist - Hourly,$35 - $37hourly,$35,$37,$35 - $38,$35 - $38,,
1575,Sutter Health,Data Scientist,$138K - $151K,$138K,$151K,$139K - $151K,$139K - $151K,,
1576,Puget Sound Dispatch,Data Scientist - Hourly Contractor,$58 - $62hourly,$58,$62,,,,
1577,Synaptein Solutions,Data Scientist,$89K - $96K,$89K,$96K,$90K - $96K,$90K - $96K,,
1578,Point72,Data Scientist - Monthly Intern,$7K - $7K,$7K,$7K,,,,
1579,NIH,Data Scientist - Hourly Intern,$20 - $22hourly,$20,$22,,,,
1580,LHP Engineering Solutions,Data Scientist,$130K - $139K,$130K,$139K,$128K - $140K,$128K - $140K,,
1581,Mars,Data Scientist - Hourly Intern,$29 - $31hourly,$29,$31,,,,
1582,Howard Hughes Medical Institute,Data Scientist,$115K - $127K,$115K,$127K,$117K - $126K,$117K - $126K,,
1583,K+S,Data Scientist,$231K - $252K,$231K,$252K,$232K - $250K,$232K - $250K,,
1584,Erie Insurance Group,Data Scientist - Hourly,$14 - $16hourly,$14,$16,$14 - $16,$14 - $16,,
1585,AerNos,Data Scientist,$73K - $78K,$73K,$78K,$73K - $79K,$73K - $79K,,
1586,Pfizer,Data Scientist - Hourly Contractor,$41 - $44hourly,$41,$44,,,,
1587,Fluxx,Data Scientist - Hourly Intern,$34 - $37hourly,$34,$37,,,,
1588,Monster Worldwide,Data Scientist,$100K - $108K,$100K,$108K,$32 - $34,$32 - $34,,
1589,Clever,Data Scientist,$64K - $69K,$64K,$69K,$62K - $68K,$62K - $68K,,
1590,HashedIn Technologies,Data Scientist,$38K - $42K,$38K,$42K,$39K - $42K,$39K - $42K,,
1591,Apria Healthcare,Data Scientist,$78K - $85K,$78K,$85K,$78K - $84K,$78K - $84K,,
1592,Clairvoyant,Data Scientist - Monthly,$5K - $5K,$5K,$5K,$5K - $5K,$5K - $5K,,
1593,Advance Digital Systems,Data Scientist,$92K - $101K,$92K,$101K,$94K - $101K,$94K - $101K,,
1594,Stack Overflow,Data Scientist,$193K - $211K,$193K,$211K,$195K - $213K,$195K - $213K,,
1595,Tempus Labs,Data Scientist,$112K - $121K,$112K,$121K,$25 - $27,$25 - $27,,
1596,NYC Department of Finance,Data Scientist,$81K - $88K,$81K,$88K,$80K - $86K,$80K - $86K,,
1597,Signifyd,Data Scientist,$109K - $118K,$109K,$118K,$109K - $119K,$109K - $119K,,
1598,MAP Health Management,Data Scientist,$89K - $98K,$89K,$98K,$89K - $98K,$89K - $98K,,
1599,Northern Trust,Data Scientist - Intern,$51K - $55K,$51K,$55K,,,,
1600,Wattzon,Data Scientist - Hourly Intern,$15 - $16hourly,$15,$16,,,,
1601,Kayak.com,Data Scientist - Hourly Intern,$40 - $43hourly,$40,$43,,,,
1602,Alibaba Group,Data Scientist - Hourly Intern,$42 - $45hourly,$42,$45,,,,
1603,TeleSense,Data Scientist,$74K - $80K,$74K,$80K,$74K - $79K,$74K - $79K,,
1604,Third Point,Data Scientist,$157K - $169K,$157K,$169K,$156K - $169K,$156K - $169K,,
1605,InCadence Strategic Solutions,Data Scientist,$129K - $139K,$129K,$139K,$130K - $141K,$130K - $141K,,
1606,Soleo,Data Scientist - Hourly,$23 - $25hourly,$23,$25,$23 - $25,$23 - $25,,
1607,Mckinsey Knowledge Center,Data Scientist,$21K - $22K,$21K,$22K,$21K - $22K,$21K - $22K,,
1608,ConnectedX,Data Scientist,$107K - $116K,$107K,$116K,$106K - $116K,$106K - $116K,,
1609,Starbucks,Data Scientist - Hourly,$71 - $76hourly,$71,$76,$71 - $77,$71 - $77,,
1610,Jewelers Mutual Insurance Company,Data Scientist,$91K - $99K,$91K,$99K,$90K - $98K,$90K - $98K,,
1611,Ad Adapted,Data Scientist,$63K - $70K,$63K,$70K,$64K - $68K,$64K - $68K,,
1612,DataFactZ,Data Scientist,$98K - $105K,$98K,$105K,$97K - $105K,$97K - $105K,,
1613,Mercy,Data Scientist,$93K - $100K,$93K,$100K,$92K - $100K,$92K - $100K,,
1614,Bluprint,Data Scientist,$103K - $111K,$103K,$111K,,,,
1615,CCC Information Services,Data Scientist - Hourly,$39 - $43hourly,$39,$43,$25,No Reports,,
1616,Scottrade,Data Scientist,$106K - $113K,$106K,$113K,,,,
1617,Optum,Data Scientist - Contractor,$146K - $160K,$146K,$160K,,,,
1618,iRobot,Data Scientist - Contractor,$81K - $88K,$81K,$88K,,,,
1619,Ticketmaster,Data Scientist,$77K - $83K,$77K,$83K,$52 - $57,$52 - $57,,
1620,Cancer Genetics,Data Scientist,$85K - $93K,$85K,$93K,$85K - $93K,$85K - $93K,$1K - $1K,
1621,Paragon Digital Services,Data Scientist - Monthly,$4K - $5K,$4K,$5K,$4K - $5K,$4K - $5K,,
1622,Phreesia,Data Scientist,$74K - $80K,$74K,$80K,$73K - $80K,$73K - $80K,,
1623,Soochow Securities,Data Scientist,$96K - $105K,$96K,$105K,$95K - $105K,$95K - $105K,,
1624,General Motors (GM),Data Scientist - Hourly,$43 - $47hourly,$43,$47,$43 - $47,$43 - $47,,
1625,Pindrop,Data Scientist - Monthly Intern,$6K - $7K,$6K,$7K,,,,
1626,Horizon Research,Data Scientist,$78K - $84K,$78K,$84K,$77K - $83K,$77K - $83K,,
1627,Speedwell Holdings,Data Scientist,$77K - $82K,$77K,$82K,$76K - $83K,$76K - $83K,,
1628,Blizzard Entertainment,Data Scientist - Hourly,$32 - $34hourly,$32,$34,$31 - $34,$31 - $34,,
1629,Miami Heat,Data Scientist,$70K - $75K,$70K,$75K,$70K - $76K,$70K - $76K,,
1630,Cape Analytics,Data Scientist,$128K - $139K,$128K,$139K,$126K - $137K,$126K - $137K,,
1631,Biodesix,Data Scientist,$148K - $163K,$148K,$163K,$149K - $162K,$149K - $162K,,
1632,Novelis,Data Scientist - Hourly,$21 - $23hourly,$21,$23,$22 - $23,$22 - $23,,
1633,SRP Systems,Data Scientist,$47K - $51K,$47K,$51K,$47K - $51K,$47K - $51K,,
1634,Glam,Data Scientist,$59K - $63K,$59K,$63K,,,,
1635,Amica Insurance,Data Scientist,$105K - $114K,$105K,$114K,$105K - $115K,$105K - $115K,,
1636,CAS,Data Scientist,$107K - $116K,$107K,$116K,$108K - $116K,$108K - $116K,,
1637,Valassis,Data Scientist - Intern,$69K - $74K,$69K,$74K,,,,
1638,UiPath,Data Scientist,$137K - $148K,$137K,$148K,$135K - $148K,$135K - $148K,,
1639,Equifax,Data Scientist - Hourly Intern,$25 - $27hourly,$25,$27,,,,
1640,Vennsys,Data Scientist,$80K - $86K,$80K,$86K,$79K - $86K,$79K - $86K,,
1641,Rebellion Research,Data Scientist,$788K - $861K,$788K,$861K,$803K - $859K,$803K - $859K,,
1642,Banamex,Data Scientist,$28K - $30K,$28K,$30K,$28K - $30K,$28K - $30K,,
1643,Stillwater Insurance,Data Scientist,$70K - $77K,$70K,$77K,$70K - $77K,$70K - $77K,,
1644,Mozilla,Data Scientist,$136K - $147K,$136K,$147K,$135K - $147K,$135K - $147K,,
1645,Anixter International,Data Scientist - Hourly Intern,$17 - $18hourly,$17,$18,,,,
1646,Rockstar Games,Data Scientist,$114K - $123K,$114K,$123K,$115K - $123K,$115K - $123K,,
1647,TechMileage Software Solutions,Data Scientist - Hourly Intern,$26 - $28hourly,$26,$28,,,,
1648,Northrop Grumman,Data Scientist - Hourly Intern,$26 - $28hourly,$26,$28,,,,
1649,Undertone,Data Scientist,$130K - $141K,$130K,$141K,$128K - $140K,$128K - $140K,$10 - $11,
1650,LaunchCode,Data Scientist - Hourly,$24 - $26hourly,$24,$26,$24 - $26,$24 - $26,,
1651,WDS,Data Scientist,$89K - $96K,$89K,$96K,$90K - $96K,$90K - $96K,,
1652,Agilent Technologies,Data Scientist - Intern,$60K - $65K,$60K,$65K,,,,
1653,PerkinElmer,Data Scientist,$103K - $113K,$103K,$113K,$103K - $112K,$103K - $112K,,
1654,MECLABS,Data Scientist - Hourly Intern,$10 - $11hourly,$10,$11,,,,
1655,ADM Associates,Data Scientist,$83K - $90K,$83K,$90K,$83K - $90K,$83K - $90K,$975 - $1K,
1656,Ripple,Data Scientist,$191K - $208K,$191K,$208K,$193K - $210K,$193K - $210K,,
1657,Acme Smoked Fish Corp,Data Scientist,$71K - $78K,$71K,$78K,$71K - $78K,$71K - $78K,,
1658,AvalonBay Communities,Data Scientist,$107K - $117K,$107K,$117K,$107K - $115K,$107K - $115K,,
1659,PagerDuty,Data Scientist,$97K - $104K,$97K,$104K,$98K - $105K,$98K - $105K,,$291 - $317
1660,DataHouse,Data Scientist,$69K - $75K,$69K,$75K,$69K - $75K,$69K - $75K,,
1661,HealthSlate,Data Scientist,$99K - $107K,$99K,$107K,$99K - $108K,$99K - $108K,,
1662,CoverMyMeds,Data Scientist,$126K - $137K,$126K,$137K,$127K - $138K,$127K - $138K,,
1663,Cognilytics,Data Scientist,$111K - $120K,$111K,$120K,$111K - $119K,$111K - $119K,,
1664,Perkins & Will,Data Scientist,$88K - $96K,$88K,$96K,$87K - $96K,$87K - $96K,,
1665,BIOVIA,Data Scientist - Hourly Intern,$39 - $42hourly,$39,$42,,,,
1666,Anvilogic,Data Scientist,$181K - $196K,$181K,$196K,$179K - $194K,$179K - $194K,,
1667,Ally Financial,Data Scientist - Contractor,$66K - $71K,$66K,$71K,,,,
1668,Waitr  ,Data Scientist,$73K - $79K,$73K,$79K,$72K - $78K,$72K - $78K,,
1669,Mindbody,Data Scientist,$112K - $121K,$112K,$121K,$112K - $120K,$112K - $120K,,
1670,AIR Worldwide,Data Scientist,$83K - $90K,$83K,$90K,$84K - $91K,$84K - $91K,$8K - $9K,
1671,Rutgers University,Data Scientist - Hourly Intern,$13 - $14hourly,$13,$14,,,,
1672,Lawrence Livermore National Laboratory,Data Scientist - Hourly Intern,$24 - $26hourly,$24,$26,,,,
1673,Purdue University,Data Scientist - Hourly Intern,$57 - $63hourly,$57,$63,,,,
1674,IDC Technologies,Data Scientist - Hourly Contractor,$57 - $62hourly,$57,$62,,,,
1675,Netmining,Data Scientist,$106K - $115K,$106K,$115K,$106K - $115K,$106K - $115K,$11K - $11K,
1676,Roger Williams University,Data Scientist,$50K - $53K,$50K,$53K,$50K - $53K,$50K - $53K,,
1677,Omaze,Data Scientist - Hourly Intern,$12 - $13hourly,$12,$13,,,,
1678,Kensho Technologies,Data Scientist,$143K - $154K,$143K,$154K,$144K - $156K,$144K - $156K,,
1679,Baylor College of Medicine,Data Scientist - Hourly Intern,$15 - $17hourly,$15,$17,,,,
1680,Bayer,Data Scientist - Contractor,$83K - $89K,$83K,$89K,,,,
1681,Genesis Capital,Data Scientist,$137K - $150K,$137K,$150K,$137K - $147K,$137K - $147K,,
1682,NAWC,Data Scientist,$70K - $75K,$70K,$75K,$70K - $75K,$70K - $75K,,
1683,Corptax,Data Scientist,$88K - $95K,$88K,$95K,$89K - $96K,$89K - $96K,,
1684,Matrix Medical Network,Data Scientist,$120K - $129K,$120K,$129K,$119K - $131K,$119K - $131K,,
1685,Align Technology,Data Scientist,$111K - $119K,$111K,$119K,$110K - $121K,$110K - $121K,,
1686,SunFunder,Data Scientist,$99K - $108K,$99K,$108K,$99K - $109K,$99K - $109K,,
1687,Spreedly,Data Scientist - Hourly Intern,$15 - $16hourly,$15,$16,,,,
1688,Tektronix Communications,Data Scientist,$158K - $170K,$158K,$170K,$157K - $170K,$157K - $170K,,
1689,Spectrum e-Commerce Solutions,Data Scientist,$77K - $83K,$77K,$83K,$76K - $82K,$76K - $82K,,
1690,University of Memphis,Data Scientist - Hourly Intern,$12 - $12hourly,$12,$12,,,,
1691,OkCupid,Data Scientist,$163K - $178K,$163K,$178K,$163K - $177K,$163K - $177K,,
1692,Ahalogy ,Data Scientist,$103K - $113K,$103K,$113K,$104K - $113K,$104K - $113K,,
1693,Dice,Data Scientist,$138K - $151K,$138K,$151K,$138K - $149K,$138K - $149K,,
1694,BOS Framework,Data Scientist,$82K - $89K,$82K,$89K,$83K - $90K,$83K - $90K,,
1695,Doterra,Data Scientist,$72K - $78K,$72K,$78K,$72K - $77K,$72K - $77K,,
1696,Ariosa Diagnostics,Data Scientist,$115K - $125K,$115K,$125K,,,,
1697,Dynatrace,Data Scientist,$104K - $113K,$104K,$113K,$105K - $112K,$105K - $112K,,
1698,Affinity Plus Federal Credit Union,Data Scientist,$86K - $92K,$86K,$92K,$85K - $92K,$85K - $92K,,
1699,605,Data Scientist,$111K - $120K,$111K,$120K,$110K - $121K,$110K - $121K,,
1700,Algorithm Ventures,Data Scientist,$62K - $68K,$62K,$68K,$62K - $68K,$62K - $68K,,
1701,EAB,Data Scientist - Hourly,$31 - $34hourly,$31,$34,$32 - $34,$32 - $34,,
1702,Tata Consultancy Services,Data Scientist - Hourly Contractor,$44 - $47hourly,$44,$47,,,,
1703,CMC Materials,Data Scientist - Hourly Intern,$23 - $26hourly,$23,$26,,,,
1704,United Natural Foods,Data Scientist,$93K - $102K,$93K,$102K,$94K - $101K,$94K - $101K,,
1705,ClassDojo,Data Scientist,$163K - $174K,$163K,$174K,$160K - $176K,$160K - $176K,,
1706,7Park Data,Data Scientist,$147K - $160K,$147K,$160K,$148K - $159K,$148K - $159K,,
1707,Apeel Sciences,Data Scientist,$112K - $120K,$112K,$120K,$112K - $121K,$112K - $121K,,
1708,Finxera,Data Scientist,$90K - $98K,$90K,$98K,$90K - $98K,$90K - $98K,,
1709,Analytical-Solution ,Data Scientist,$145K - $159K,$145K,$159K,,,,
1710,Acadia Technologies,Data Scientist,$95K - $103K,$95K,$103K,$94K - $102K,$94K - $102K,,
1711,Smartronix,Data Scientist - Hourly Intern,$14 - $15hourly,$14,$15,,,,
1712,Baidu,Data Scientist,$121K - $131K,$121K,$131K,$5K - $5K,$5K - $5K,,
1713,KenSci,Data Scientist,$93K - $101K,$93K,$101K,$93K - $101K,$93K - $101K,,
1714,The RepTrak Company,Data Scientist,$116K - $127K,$116K,$127K,$118K - $128K,$118K - $128K,$12K - $13K,
1715,O.C. Tanner,Data Scientist,$102K - $111K,$102K,$111K,$102K - $110K,$102K - $110K,$10K - $11K,
1716,Kagu Technologies,Data Scientist - Contractor,$75K - $80K,$75K,$80K,,,,
1717,State Farm,Data Scientist - Hourly Intern,$28 - $30hourly,$28,$30,,,,
1718,Marketsmith,Data Scientist,$49K - $53K,$49K,$53K,$49K - $53K,$49K - $53K,,
1719,Oculus360,Data Scientist,$129K - $142K,$129K,$142K,$130K - $141K,$130K - $141K,,
1720,Ortho Spine Partners,Data Scientist,$48K - $53K,$48K,$53K,$49K - $53K,$49K - $53K,,
1721,L Brands,Data Scientist - Hourly Intern,$17 - $19hourly,$17,$19,,,,
1722,FlowCommand,Data Scientist,$117K - $128K,$117K,$128K,$117K - $127K,$117K - $127K,,
1723,Arup,Data Scientist,$57K - $62K,$57K,$62K,$58K - $62K,$58K - $62K,,
1724,ACT,Data Scientist,$103K - $111K,$103K,$111K,$102K - $112K,$102K - $112K,,
1725,Samsung Electronics America,Data Scientist - Hourly Intern,$35 - $38hourly,$35,$38,,,,
1726,Vituity Practice Management,Data Scientist - Hourly Intern,$21 - $22hourly,$21,$22,,,,
1727,Cludo,Data Scientist - Hourly Intern,$28 - $30hourly,$28,$30,,,,
1728,Legendary Entertainment,Data Scientist,$124K - $135K,$124K,$135K,$126K - $136K,$126K - $136K,$10K - $11K,
1729,UNCOMN,Data Scientist,$125K - $135K,$125K,$135K,$125K - $135K,$125K - $135K,,
1730,Covance,Data Scientist,$105K - $115K,$105K,$115K,$105K - $114K,$105K - $114K,$10K - $11K,
1731,MetLife,Data Scientist - Hourly Intern,$27 - $29hourly,$27,$29,,,,
1732,GE Healthcare,Data Scientist - Hourly,$39 - $42hourly,$39,$42,$39 - $42,$39 - $42,,
1733,Samsung Austin Semiconductor,Data Scientist - Hourly Intern,$36 - $39hourly,$36,$39,,,,
1734,Accolade,Data Scientist - Hourly Intern,$29 - $31hourly,$29,$31,,,,
1735,BMO Harris Bank,Data Scientist - Hourly Intern,$24 - $26hourly,$24,$26,,,,
1736,CMD Group,Data Scientist,$87K - $94K,$87K,$94K,$87K - $93K,$87K - $93K,,
1737,Capital One,Data Scientist - Monthly,$7K - $8K,$7K,$8K,"$116,029","$10,571","$10,571","$5,583"
